unit_id,city_group,dominant_emotion,keywords,matched_city_type,image_rank,title,image_url,local_path,score
31,Trading Cities 5,joy,"['routes', 'esmeralda', 'network', 'streets', 'place', 'another', 'land', 'boat', 'points', 'ways', 'following', 'level']",monumental_city,3,Curzon Street Birmingham 9th May 2016,https://live.staticflickr.com/1903/43172650200_275e2b05af_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_29.jpg,9
32,Cities & Eyes 4,joy,"['phyllis', 'eyes', 'windows', 'certain', 'bridges', 'suspended', 'down', 'statues', 'corbels', 'rest', 'follow', 'patches']",desert_city,1,"Trippin to Mesa, Az. & Vegas, visiting family and friends",https://live.staticflickr.com/5285/5364267055_5fdcc54d11_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_30.jpg,7
32,Cities & Eyes 4,joy,"['phyllis', 'eyes', 'windows', 'certain', 'bridges', 'suspended', 'down', 'statues', 'corbels', 'rest', 'follow', 'patches']",circular_city,2,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,7
32,Cities & Eyes 4,joy,"['phyllis', 'eyes', 'windows', 'certain', 'bridges', 'suspended', 'down', 'statues', 'corbels', 'rest', 'follow', 'patches']",ruin_city,3,THE OLD FORST BUILDING RUIN IN AUG 2004,https://live.staticflickr.com/2429/3780279508_87ae79fb01_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_53.jpg,6
33,Cities & Names 3,desire,"['pyrrha', 'name', 'never', 'high', 'well', 'square', 'euphrasia', 'odile', 'margara', 'getullia', 'different', 'imagined']",vertical_city,1,Up,https://live.staticflickr.com/65535/49870993056_d500390885_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_36.jpg,6
33,Cities & Names 3,desire,"['pyrrha', 'name', 'never', 'high', 'well', 'square', 'euphrasia', 'odile', 'margara', 'getullia', 'different', 'imagined']",circular_city,2,"Alexandre Gustave Eiffel Bust, Eiffel Tower, Paris, France.",https://live.staticflickr.com/65535/52238493880_c4e3be2b1e_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_7.jpg,5
33,Cities & Names 3,desire,"['pyrrha', 'name', 'never', 'high', 'well', 'square', 'euphrasia', 'odile', 'margara', 'getullia', 'different', 'imagined']",surreal_city,3,The Stars Are Out Tonight,https://live.staticflickr.com/65535/54577326738_95456d2cf2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_4.jpg,4
34,Cities & The Dead 2,desire,"['thought', 'adelma', 'dead', 'faces', 'turned', 'living', 'eyes', 'face', 'resembled', 'basket', 'recognized', 'longer']",floating_city,1,Spider's Living 2011 (video cover),https://live.staticflickr.com/7796/17584406303_e1d2b9181c_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_26.jpg,5
34,Cities & The Dead 2,desire,"['thought', 'adelma', 'dead', 'faces', 'turned', 'living', 'eyes', 'face', 'resembled', 'basket', 'recognized', 'longer']",surreal_city,2,The Stars Are Out Tonight,https://live.staticflickr.com/65535/54577326738_95456d2cf2_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_4.jpg,4
34,Cities & The Dead 2,desire,"['thought', 'adelma', 'dead', 'faces', 'turned', 'living', 'eyes', 'face', 'resembled', 'basket', 'recognized', 'longer']",ruin_city,3,nonlinear thoughts on this linear road,https://live.staticflickr.com/7856/33059858248_898ecaa78a_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_2.jpg,3
35,Cities & The Sky 1,desire,"['carpet', 'eudoxia', 'true', 'perhaps', 'cloud', 'kublai', 'garden', 'polo', 'form', 'place', 'find', 'oracle']",ruin_city,1,"Welcome to Jersey City, 1974 style! Just too good to be true for a 15 year old explorer. Piles of toxic junk line the Morris Canal, abandoned Central Railroad of NJ coaling station in the background. The Turnpike hovers over this bizarre moonscape.",https://live.staticflickr.com/65535/49848207246_315388cbc3_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_43.jpg,6
35,Cities & The Sky 1,desire,"['carpet', 'eudoxia', 'true', 'perhaps', 'cloud', 'kublai', 'garden', 'polo', 'form', 'place', 'find', 'oracle']",vertical_city,2,Central Park Sydney,https://live.staticflickr.com/7586/17033501677_6ccd0e2a67_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_12.jpg,6
35,Cities & The Sky 1,desire,"['carpet', 'eudoxia', 'true', 'perhaps', 'cloud', 'kublai', 'garden', 'polo', 'form', 'place', 'find', 'oracle']",surreal_city,3,A Secret Place,https://live.staticflickr.com/7158/6802016909_206ec9fc90_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_1.jpg,5
36,Cities & Eyes 5,sadness,"['obverse', 'face', 'sheet', 'forded', 'river', 'crossed', 'mountain', 'pass', 'suddenly', 'find', 'moriana', 'alabaster']",ruin_city,1,"More fun at Liberty State Park! Well, sort of. Taken from the Statue of Liberty, the view shows the abandoned Central Railroad of New Jersey yards. Scrap barges and old factories lined the shoreline where the walkway exists now. Jersey City. March 1977",https://live.staticflickr.com/65535/50345355932_f1e0f46e8f_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_38.jpg,8
36,Cities & Eyes 5,sadness,"['obverse', 'face', 'sheet', 'forded', 'river', 'crossed', 'mountain', 'pass', 'suddenly', 'find', 'moriana', 'alabaster']",desert_city,2,Dubai Marina,https://live.staticflickr.com/2919/14764433966_41148c11fb_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_49.jpg,7
36,Cities & Eyes 5,sadness,"['obverse', 'face', 'sheet', 'forded', 'river', 'crossed', 'mountain', 'pass', 'suddenly', 'find', 'moriana', 'alabaster']",surreal_city,3,Menorca,https://live.staticflickr.com/65535/53994416511_00039a6dfc_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\surreal_city\surreal_city_53.jpg,3
37,Cities & Names 4,sadness,"['clarice', 'objects', 'again', 'splendour', 'capitals', 'several', 'always', 'survivors', 'emerged', 'rats', 'another', 'place']",ruin_city,1,Spending a gorgeous day in Liberty State Park and beating the weekend crowd by arriving 43 years too early when the place was still REALLY fascinating! A horizon to horizon landscape of total abandonment and decay. Jersey City. Aug 1977,https://live.staticflickr.com/65535/49880540453_cd39fbcd2f_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_44.jpg,11
37,Cities & Names 4,sadness,"['clarice', 'objects', 'again', 'splendour', 'capitals', 'several', 'always', 'survivors', 'emerged', 'rats', 'another', 'place']",desert_city,2,Burj Khalifa,https://live.staticflickr.com/3848/14426753508_5dbccfacca_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_31.jpg,4
37,Cities & Names 4,sadness,"['clarice', 'objects', 'again', 'splendour', 'capitals', 'several', 'always', 'survivors', 'emerged', 'rats', 'another', 'place']",layered_city,3,Winter Moscow cityscape at night. Aerial view,https://live.staticflickr.com/4116/5447143557_d0b62ed4f1_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\layered_city\layered_city_0.jpg,3
38,Cities & The Dead 3,fear,"['eusapia', 'dead', 'living', 'life', 'death', 'down', 'below', 'hooded', 'brothers', 'copy', 'underground', 'corpses']",vertical_city,1,Central Park Sydney,https://live.staticflickr.com/7586/17033501677_6ccd0e2a67_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_12.jpg,5
38,Cities & The Dead 3,fear,"['eusapia', 'dead', 'living', 'life', 'death', 'down', 'below', 'hooded', 'brothers', 'copy', 'underground', 'corpses']",layered_city,2,Winter Moscow cityscape at night. Aerial view,https://live.staticflickr.com/4116/5447143557_d0b62ed4f1_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\layered_city\layered_city_0.jpg,5
38,Cities & The Dead 3,fear,"['eusapia', 'dead', 'living', 'life', 'death', 'down', 'below', 'hooded', 'brothers', 'copy', 'underground', 'corpses']",ruin_city,3,"Ruins near Chesapeake City, Maryland.",https://live.staticflickr.com/65535/52623747779_c27d8628e8_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_28.jpg,3
39,Cities & The Sky 2,joy,"['beersheba', 'polo', 'kublai', 'rubbish', 'game', 'celestial', 'true', 'black', 'leonia', 'exist', 'marco', 'pieces']",ruin_city,1,"More fun at Liberty State Park! Well, sort of. Taken from the Statue of Liberty, the view shows the abandoned Central Railroad of New Jersey yards. Scrap barges and old factories lined the shoreline where the walkway exists now. Jersey City. March 1977",https://live.staticflickr.com/65535/50345355932_f1e0f46e8f_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_38.jpg,5
39,Cities & The Sky 2,joy,"['beersheba', 'polo', 'kublai', 'rubbish', 'game', 'celestial', 'true', 'black', 'leonia', 'exist', 'marco', 'pieces']",circular_city,2,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,4
39,Cities & The Sky 2,joy,"['beersheba', 'polo', 'kublai', 'rubbish', 'game', 'celestial', 'true', 'black', 'leonia', 'exist', 'marco', 'pieces']",desert_city,3,"Trippin to Mesa, Az. & Vegas, visiting family and friends",https://live.staticflickr.com/5285/5364267055_5fdcc54d11_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_30.jpg,4
40,Cities & Names 5,joy,"['irene', 'plateau', 'down', 'distance', 'fires', 'evening', 'look', 'speak', 'marco', 'different', 'name', 'another']",vertical_city,1,Equilibrium,https://live.staticflickr.com/65535/54699291157_b7e098a484_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_40.jpg,8
40,Cities & Names 5,joy,"['irene', 'plateau', 'down', 'distance', 'fires', 'evening', 'look', 'speak', 'marco', 'different', 'name', 'another']",desert_city,2,Where the streets have no name..,https://live.staticflickr.com/6158/6186017968_b6414021a0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_1.jpg,5
40,Cities & Names 5,joy,"['irene', 'plateau', 'down', 'distance', 'fires', 'evening', 'look', 'speak', 'marco', 'different', 'name', 'another']",floating_city,3,Zurich pink to blue,https://live.staticflickr.com/584/31557786020_1f8467ddb1_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_57.jpg,5
41,Cities & The Dead 4,fear,"['argia', 'makes', 'different', 'earth', 'instead', 'streets', 'completely', 'filled', 'dirt', 'clay', 'packs', 'rooms']",vertical_city,1,Tokyo Kabukicho Tower,https://live.staticflickr.com/65535/54155174481_678cc38e19_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_58.jpg,5
41,Cities & The Dead 4,fear,"['argia', 'makes', 'different', 'earth', 'instead', 'streets', 'completely', 'filled', 'dirt', 'clay', 'packs', 'rooms']",monumental_city,2,Curzon Street Birmingham 9th May 2016,https://live.staticflickr.com/1903/43172650200_275e2b05af_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_23.jpg,3
41,Cities & The Dead 4,fear,"['argia', 'makes', 'different', 'earth', 'instead', 'streets', 'completely', 'filled', 'dirt', 'clay', 'packs', 'rooms']",ruin_city,3,Shuttered 19th century factories give way to an urban forest in a city which was once extremely industrial and produced hundreds of different products. Only overgrown vestiges of its old industrial might still survive. Bridgeport Connecticut. Aug 1997,https://live.staticflickr.com/762/31568017234_6c34c7d961_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_40.jpg,3
42,Cities & The Sky 3,joy,"['marco', 'atlas', 'shape', 'trade', 'square', 'olinda', 'within', 'walls', 'great', 'name', 'khan', 'places']",ruin_city,1,Spending a gorgeous day in Liberty State Park and beating the weekend crowd by arriving 43 years too early when the place was still REALLY fascinating! A horizon to horizon landscape of total abandonment and decay. Jersey City. Aug 1977,https://live.staticflickr.com/65535/49880540453_cd39fbcd2f_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_44.jpg,5
42,Cities & The Sky 3,joy,"['marco', 'atlas', 'shape', 'trade', 'square', 'olinda', 'within', 'walls', 'great', 'name', 'khan', 'places']",vertical_city,2,Up,https://live.staticflickr.com/65535/49870993056_d500390885_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_36.jpg,5
42,Cities & The Sky 3,joy,"['marco', 'atlas', 'shape', 'trade', 'square', 'olinda', 'within', 'walls', 'great', 'name', 'khan', 'places']",desert_city,3,Where the streets have no name..,https://live.staticflickr.com/6158/6186017968_b6414021a0_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\desert_city\desert_city_1.jpg,5
43,Cities & The Dead 5,awe,"['laudomia', 'living', 'dead', 'unborn', 'another', 'inhabitants', 'crowded', 'born', 'number', 'since', 'double', 'walls']",monumental_city,1,"The Sherry-Netherland, New York City",https://live.staticflickr.com/7022/6419179209_e4341cae1b_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\monumental_city\monumental_city_31.jpg,4
43,Cities & The Dead 5,awe,"['laudomia', 'living', 'dead', 'unborn', 'another', 'inhabitants', 'crowded', 'born', 'number', 'since', 'double', 'walls']",ruin_city,2,THE OLD MIRON CASTING PLANT IN MARCH 2012,https://live.staticflickr.com/7190/6951054723_0782eb4834_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_12.jpg,3
43,Cities & The Dead 5,awe,"['laudomia', 'living', 'dead', 'unborn', 'another', 'inhabitants', 'crowded', 'born', 'number', 'since', 'double', 'walls']",floating_city,3,Spider's Living 2011,https://live.staticflickr.com/8870/17827245004_af699f9847_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\floating_city\floating_city_27.jpg,3
44,Cities & The Sky 4,joy,"['year', 'happy', 'perinthia', 'room', 'window', 'corn', 'round', 'astronomers', 'children', 'curtain', 'ditch', 'bridge']",circular_city,1,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,10
44,Cities & The Sky 4,joy,"['year', 'happy', 'perinthia', 'room', 'window', 'corn', 'round', 'astronomers', 'children', 'curtain', 'ditch', 'bridge']",vertical_city,2,Up,https://live.staticflickr.com/65535/49870993056_d500390885_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_36.jpg,8
44,Cities & The Sky 4,joy,"['year', 'happy', 'perinthia', 'room', 'window', 'corn', 'round', 'astronomers', 'children', 'curtain', 'ditch', 'bridge']",ruin_city,3,"Welcome to Jersey City, 1974 style! Just too good to be true for a 15 year old explorer. Piles of toxic junk line the Morris Canal, abandoned Central Railroad of NJ coaling station in the background. The Turnpike hovers over this bizarre moonscape.",https://live.staticflickr.com/65535/49848207246_315388cbc3_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_43.jpg,8
45,Cities & The Sky 5,joy,"['change', 'another', 'penthesilea', 'unjust', 'tell', 'last', 'recognize', 'hidden', 'andria', 'street', 'places', 'space']",vertical_city,1,Up,https://live.staticflickr.com/65535/49870993056_d500390885_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\vertical_city\vertical_city_36.jpg,11
45,Cities & The Sky 5,joy,"['change', 'another', 'penthesilea', 'unjust', 'tell', 'last', 'recognize', 'hidden', 'andria', 'street', 'places', 'space']",circular_city,2,"Golden Statues & Eiffel Tower Viewed From The Palais De Chaillot, Paris, France.",https://live.staticflickr.com/65535/52237009217_c3a123152d_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\circular_city\circular_city_6.jpg,10
45,Cities & The Sky 5,joy,"['change', 'another', 'penthesilea', 'unjust', 'tell', 'last', 'recognize', 'hidden', 'andria', 'street', 'places', 'space']",ruin_city,3,Spending a gorgeous day in Liberty State Park and beating the weekend crowd by arriving 43 years too early when the place was still REALLY fascinating! A horizon to horizon landscape of total abandonment and decay. Jersey City. Aug 1977,https://live.staticflickr.com/65535/49880540453_cd39fbcd2f_c.jpg,D:\Work\Workspace\Projects\Python\data-driven-surface\data\raw\flickr_images\ruin_city\ruin_city_44.jpg,8
